name,year,price,inflation,good_unit,date,data_source
bacon,1983,1.94,-5.3658536585365795,lb,1983-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1984,1.86,-4.123711340206182,lb,1984-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1985,1.94,4.3010752688172005,lb,1985-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1986,2.08,7.216494845360821,lb,1986-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1987,2.14,2.8846153846153966,lb,1987-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1988,1.88,-12.149532710280386,lb,1988-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1989,1.77,-5.851063829787229,lb,1989-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1990,2.12,19.774011299435035,lb,1990-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1991,2.22,4.716981132075482,lb,1991-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1992,1.92,-13.51351351351352,lb,1992-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1993,1.93,0.5208333333333259,lb,1993-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1994,1.99,3.1088082901554515,lb,1994-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1995,1.99,0.0,lb,1995-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1996,2.47,24.120603015075393,lb,1996-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1997,2.68,8.502024291497978,lb,1997-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1998,2.54,-5.223880597014929,lb,1998-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,1999,2.55,0.3937007874015741,lb,1999-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2000,3.03,18.823529411764707,lb,2000-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2001,3.25,7.26072607260726,lb,2001-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2002,3.24,-0.3076923076922977,lb,2002-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2003,3.2,-1.2345679012345734,lb,2003-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2004,3.38,5.624999999999991,lb,2004-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2005,3.39,0.2958579881656931,lb,2005-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2006,3.44,1.4749262536873031,lb,2006-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2007,3.66,6.395348837209314,lb,2007-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2008,3.66,0.0,lb,2008-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2009,3.61,-1.3661202185792476,lb,2009-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2010,4.11,13.850415512465396,lb,2010-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2011,4.63,12.652068126520666,lb,2011-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2012,4.56,-1.5118790496760348,lb,2012-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2013,5.29,16.008771929824572,lb,2013-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2014,5.78,9.262759924385634,lb,2014-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2015,5.45,-5.709342560553631,lb,2015-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2016,5.42,-0.5504587155963359,lb,2016-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2017,5.77,6.457564575645747,lb,2017-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2018,5.47,-5.199306759098787,lb,2018-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2019,5.61,2.5594149908592323,lb,2019-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2020,5.58,-0.5347593582887722,lb,2020-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2021,6.64,18.99641577060931,lb,2021-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2022,7.31,10.090361445783124,lb,2022-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2023,6.65,-9.028727770177824,lb,2023-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bacon,2024,6.78,1.9548872180451093,lb,2024-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1930,0.09,0.0,lb,1930-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1931,0.08,-11.111111111111105,lb,1931-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1932,0.07,-12.49999999999999,lb,1932-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1933,0.07,0.0,lb,1933-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1934,0.08,14.28571428571428,lb,1934-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1935,0.08,0.0,lb,1935-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1936,0.08,0.0,lb,1936-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1937,0.09,12.5,lb,1937-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1938,0.09,0.0,lb,1938-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1939,0.08,-11.111111111111105,lb,1939-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1940,0.08,0.0,lb,1940-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1941,0.08,0.0,lb,1941-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1942,0.09,12.5,lb,1942-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1943,0.09,0.0,lb,1943-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1944,0.09,0.0,lb,1944-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1945,0.09,0.0,lb,1945-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1946,0.1,11.111111111111116,lb,1946-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1947,0.13,30.000000000000004,lb,1947-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1948,0.14,7.692307692307709,lb,1948-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1949,0.14,0.0,lb,1949-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1950,0.14,0.0,lb,1950-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1951,0.16,14.28571428571428,lb,1951-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1952,0.16,0.0,lb,1952-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1953,0.16,0.0,lb,1953-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1954,0.17,6.25,lb,1954-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1955,0.18,5.88235294117645,lb,1955-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1956,0.18,0.0,lb,1956-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1957,0.19,5.555555555555558,lb,1957-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1958,0.19,0.0,lb,1958-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1959,0.2,5.263157894736836,lb,1959-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1960,0.2,0.0,lb,1960-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1961,0.21,4.999999999999982,lb,1961-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1962,0.21,0.0,lb,1962-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1963,0.22,4.761904761904767,lb,1963-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1964,0.21,-4.545454545454552,lb,1964-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1965,0.21,0.0,lb,1965-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1966,0.22,4.761904761904767,lb,1966-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1967,0.22,0.0,lb,1967-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1968,0.22,0.0,lb,1968-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1969,0.23,4.545454545454541,lb,1969-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1970,0.24,4.347826086956519,lb,1970-07-02,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bread,1971,0.25,4.166666666666674,lb,1971-07-02,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527
bread,1972,0.25,0.0,lb,1972-07-02,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527
bread,1973,0.28,12.00000000000001,lb,1973-07-02,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527
bread,1974,0.34,21.42857142857142,lb,1974-07-02,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527
bread,1975,0.36,5.88235294117645,lb,1975-07-02,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527
bread,1976,0.35,-2.777777777777779,lb,1976-07-02,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527
bread,1977,0.36,2.857142857142869,lb,1977-07-02,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527
bread,1978,0.36,0.0,lb,1978-07-02,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527
bread,1979,0.435,20.83333333333335,lb,1979-07-02,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527
bread,1980,0.51,17.24137931034484,lb,1980-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1981,0.53,3.9215686274509887,lb,1981-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1982,0.53,0.0,lb,1982-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1983,0.54,1.8867924528301883,lb,1983-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1984,0.54,0.0,lb,1984-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1985,0.55,1.85185185185186,lb,1985-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1986,0.56,1.81818181818183,lb,1986-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1987,0.55,-1.7857142857142905,lb,1987-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1988,0.61,10.90909090909089,lb,1988-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1989,0.67,9.836065573770503,lb,1989-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1990,0.69,2.985074626865658,lb,1990-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1991,0.71,2.898550724637694,lb,1991-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1992,0.75,5.633802816901423,lb,1992-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1993,0.75,0.0,lb,1993-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1994,0.76,1.333333333333342,lb,1994-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1995,0.79,3.9473684210526327,lb,1995-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1996,0.88,11.392405063291132,lb,1996-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1997,0.87,-1.1363636363636354,lb,1997-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1998,0.86,-1.1494252873563204,lb,1998-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,1999,0.89,3.488372093023262,lb,1999-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2000,0.93,4.494382022471921,lb,2000-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2001,1.0,7.526881720430101,lb,2001-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2002,1.02,2.0000000000000018,lb,2002-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2003,1.0,-1.9607843137254943,lb,2003-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2004,0.97,-3.0000000000000027,lb,2004-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2005,1.04,7.216494845360821,lb,2005-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2006,1.08,3.8461538461538547,lb,2006-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2007,1.21,12.037037037037024,lb,2007-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2008,1.37,13.223140495867792,lb,2008-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2009,1.39,1.4598540145985162,lb,2009-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2010,1.37,-1.4388489208632893,lb,2010-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2011,1.44,5.109489051094873,lb,2011-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2012,1.42,-1.388888888888895,lb,2012-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2013,1.41,-0.7042253521126751,lb,2013-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2014,1.4,-0.7092198581560294,lb,2014-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2015,1.44,2.857142857142869,lb,2015-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2016,1.37,-4.861111111111105,lb,2016-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2017,1.33,-2.919708029197088,lb,2017-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2018,1.29,-3.007518796992481,lb,2018-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2019,1.3,0.7751937984496138,lb,2019-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2020,1.45,11.538461538461542,lb,2020-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2021,1.52,4.827586206896561,lb,2021-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2022,1.7,11.842105263157897,lb,2022-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
bread,2023,1.96,15.294117647058814,lb,2023-07-02,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm
