name,price,date,good_unit,data_source
bacon,,1893-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1893-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1893-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1893-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.14,1893-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1893-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1893-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1893-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1893-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1893-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.14,1894-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1894-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.13,1895-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1895-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.13,1896-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1896-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.13,1897-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1897-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.13,1898-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1898-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.13,1899-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1899-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.14,1900-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1900-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.16,1901-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1901-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.18,1902-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1902-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.18,1903-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1903-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.18,1904-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1904-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.18,1905-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1905-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.2,1906-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1906-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.2,1907-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1907-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.21,1908-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1908-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,0.22,1909-07-02,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-08-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-09-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-10-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-11-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1909-12-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1910-01-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1910-02-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1910-03-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1910-04-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1910-05-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1910-06-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
bacon,,1910-07-01,lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233
